Time (s);Pressure (hPa)
13.86328146;968.2392578
13.89660666;968.2348633
13.92993185;968.225708
13.96325705;968.2362671
13.99658224;968.2321777
14.02990744;968.2260742
14.06323263;968.230835
14.09655783;968.2208252
14.12988302;968.2205811
14.16320822;968.2203369
14.19653341;968.2108765
14.22985861;968.2050171
14.2631838;968.2026367
14.296509;968.2079468
14.3298342;968.2147217
14.36315939;968.2039795
14.39648459;968.1990967
14.42980978;968.2020874
14.46313498;968.2039185
14.49646017;968.1920776
14.52978537;968.1848145
14.56311056;968.1820068
14.59643576;968.1809082
14.62976095;968.1692505
14.66308615;968.1603394
14.69641134;968.1613159
14.72973654;968.1573486
14.76306173;968.1551514
14.79638693;968.1470947
14.82971212;968.140686
14.86303732;968.1309814
14.89636252;968.1209717
14.92968771;968.1176758
14.96301291;968.1135864
14.9963381;968.1083984
15.0296633;968.1004639
15.06298849;968.0984497
15.09631369;968.0875244
15.12963888;968.0860596
15.16296408;968.0742188
15.19628927;968.0773926
15.22961447;968.0662231
15.26293966;968.0586548
15.29626486;968.0620117
15.32959005;968.0631104
15.36291525;968.0548706
15.39624044;968.0474854
15.42956564;968.0360107
15.46289084;968.0369263
15.49621603;968.0394287
15.52954123;968.0450439
15.56286642;968.0404053
15.59619162;968.0365601
15.62951681;968.0293579
15.66284201;968.024231
15.6961672;968.0251465
15.7294924;968.0178223
15.76281759;968.0106812
15.79614279;967.9989014
15.82946798;967.994812
15.86279318;967.9904785
15.89611837;967.9815063
15.92944357;967.9731445
15.96276877;967.9669189
15.99609396;967.9752197
16.02941916;967.9769287
16.06274435;967.9746704
16.09606955;967.9775391
16.12939474;967.9727783
16.16271994;967.961792
16.19604513;967.9532471
16.22937033;967.9545898
16.26269552;967.9516602
16.29602072;967.9448853
16.32934591;967.9384766
16.36267111;967.9408569
16.3959963;967.9365234
16.4293215;967.923584
16.4626467;967.9117432
16.49597189;967.9067383
16.52929708;967.8988037
16.56262228;967.8837891
16.59594748;967.8787231
16.62927267;967.8757935
16.66259787;967.8753662
16.69592306;967.8723145
16.72924826;967.8653564
16.76257345;967.8588867
16.79589865;967.8497925
16.82922384;967.8496094
16.86254904;967.855957
16.89587423;967.8580322
16.92919943;967.8465576
16.96252462;967.8521118
16.99584982;967.8459473
17.02917502;967.8314819
17.06250021;967.8235474
17.09582541;967.8215332
17.1291506;967.8101807
17.1624758;967.807312
17.19580099;967.8102417
17.22912619;967.819519
17.26245138;967.8171997
17.29577658;967.8187256
17.32910177;967.8145752
17.36242697;967.8087769
17.39575216;967.7966309
17.42907736;967.7844238
17.46240255;967.7827148
17.49572775;967.7797241
17.52905294;967.7826538
17.56237814;967.7806396
17.59570334;967.7723999
17.62902853;967.7558594
17.66235373;967.7576904
17.69567892;967.7503662
17.72900412;967.7550049
17.76232931;967.7559814
17.79565451;967.7492065
17.8289797;967.7456665
17.8623049;967.739624
17.89563009;967.7344971
17.92895529;967.7154541
17.96228048;967.7142944
17.99560568;967.7156982
18.02893087;967.7199097
18.06225607;967.7197876
18.09558126;967.7211914
18.12890646;967.7231445
18.16223166;967.7086792
18.19555685;967.7124023
18.22888205;967.7091064
18.26220724;967.7052612
18.29553244;967.6879883
18.32885763;967.6773071
18.36218283;967.6755981
18.39550802;967.6714478
18.42883322;967.6726074
18.46215841;967.6725464
18.49548361;967.6665649
18.5288088;967.6694336
18.562134;967.6641846
18.5954592;967.65802
18.62878439;967.640686
18.66210958;967.6450195
18.69543478;967.6408691
18.72875998;967.6298828
18.76208517;967.6419678
18.79541037;967.6327515
18.82873556;967.6308594
18.86206076;967.62323
18.89538595;967.6171875
18.92871115;967.6036377
18.96203634;967.5987549
18.99536154;967.6033936
19.02868673;967.5904541
19.06201193;967.5839844
19.09533712;967.5819702
19.12866232;967.5769653
19.16198752;967.5716553
19.19531271;967.5629272
19.22863791;967.5621948
19.2619631;967.5582275
19.2952883;967.5540161
19.32861349;967.5546265
19.36193869;967.5432129
19.39526388;967.5439453
19.42858908;967.5340576
19.46191427;967.52771
19.49523947;967.5244751
19.52856466;967.5227051
19.56188986;967.513916
19.59521505;967.503479
19.62854025;967.5148315
19.66186544;967.5102539
19.69519064;967.5155029
19.72851584;967.5163574
19.76184103;967.5063477
19.79516623;967.4903564
19.82849142;967.4821777
19.86181662;967.4869385
19.89514181;967.4827881
19.92846701;967.4743652
19.9617922;967.4744873
19.9951174;967.4818726
20.02844259;967.4678345
20.06176779;967.4647217
20.09509298;967.46875
20.12841818;967.4619141
20.16174337;967.4558716
20.19506857;967.4484863
20.22839376;967.4382324
20.26171896;967.4398193
20.29504416;967.4417114
20.32836935;967.4362793
20.36169455;967.4299316
20.39501974;967.4267578
20.42834494;967.4165039
20.46167013;967.4019165
20.49499533;967.4002075
20.52832052;967.3996582
20.56164572;967.3969727
20.59497091;967.3840332
20.62829611;967.3781738
20.6616213;967.3894653
20.6949465;967.3900146
20.7282717;967.3735352
20.76159689;967.3734131
20.79492208;967.3702393
20.82824728;967.3632812
20.86157248;967.3649902
20.89489767;967.3586426
20.92822287;967.3483887
20.96154806;967.3446655
20.99487326;967.3425903
21.02819845;967.3456421
21.06152365;967.3413086
21.09484884;967.3419189
21.12817404;967.3296509
21.16149923;967.333374
21.19482443;967.3284912
21.22814962;967.326416
21.26147482;967.3165894
21.29480002;967.3167114
21.32812521;967.3017578
21.36145041;967.3018188
21.3947756;967.2955322
21.4281008;967.2861938
21.46142599;967.2781982
21.49475119;967.2746582
21.52807638;967.2629395
21.56140158;967.262207
21.59472677;967.2445068
21.62805197;967.2427368
21.66137716;967.2449341
21.69470236;967.2436523
21.72802755;967.2470703
21.76135275;967.2409058
21.79467794;967.2364502
21.82800314;967.2224731
21.86132834;967.2200317
21.89465353;967.211731
21.92797873;967.2105713
21.96130392;967.2045898
21.99462912;967.2011719
22.02795431;967.1959229
22.06127951;967.2003784
22.0946047;967.1990967
22.1279299;967.1958008
22.16125509;967.1917725
22.19458029;967.1797485
22.22793647;967.1758423
22.26126167;967.177124
22.29458686;967.177063
22.32791206;967.1832275
22.36123726;967.1759033
22.39456245;967.1663818
22.42788765;967.1612549
22.46121284;967.1577148
22.49453804;967.1612549
22.52786323;967.1593018
22.56118843;967.1473389
22.59451362;967.1482544
22.62783882;967.1466064
22.66116401;967.1379395
22.69448921;967.1308594
22.7278144;967.1320801
22.7611396;967.1118164
22.79446479;967.1109619
22.82778999;967.1132812
22.86111519;967.1125488
22.89444038;967.1061401
22.92776558;967.1072998
22.96109077;967.1045532
22.99441597;967.0939331
23.02774116;967.1019287
23.06106636;967.0951538
23.09439155;967.0884399
23.12771675;967.0853271
23.16104194;967.0897827
23.19436714;967.0858154
23.22769233;967.0844727
23.26101753;967.0811768
23.29434272;967.0717163
23.32766792;967.0704956
23.36099311;967.0690918
23.39431831;967.0671997
23.42764351;967.0750122
23.4609687;967.0670776
23.4942939;967.0561523
23.52761909;967.0440063
23.56094429;967.0447998
23.59426948;967.0493774
23.62759468;967.0537109
23.66091987;967.0482178
23.69424507;967.053894
23.72757026;967.0397339
23.76089546;967.0286865
23.79422065;967.0349121
23.82754585;967.0309448
23.86087104;967.0263672
23.89419624;967.0241089
23.92752144;967.0284424
23.96084663;967.0314941
23.99417183;967.019104
24.02749702;967.0133057
24.06082222;967.0145264
24.09414741;967.0073853
24.12747261;967.0083008
