"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.252848417E0,2.612107849E1,1.854755783E1,-3.933372879E1,5.072932942E1
3.262830417E0,2.645369148E1,1.811772919E1,-3.931177139E1,5.072933347E1
3.272867417E0,2.662189293E1,1.790200996E1,-3.929703903E1,5.072932506E1
3.282875417E0,2.662189293E1,1.790200996E1,-3.929703903E1,5.072932506E1
3.292861417E0,2.694220734E1,1.746447372E1,-3.927561951E1,5.072932748E1
3.302893417E0,2.710655594E1,1.724501610E1,-3.925950623E1,5.072932864E1
3.312901417E0,2.710655594E1,1.724501610E1,-3.925950623E1,5.072932864E1
3.322890417E0,2.741492081E1,1.679828262E1,-3.923907471E1,5.072933240E1
3.332919417E0,2.757465172E1,1.657474709E1,-3.922220230E1,5.072932891E1
3.342927417E0,2.757465172E1,1.657474709E1,-3.922220230E1,5.072932891E1
3.352918417E0,2.787054443E1,1.612194443E1,-3.920178986E1,5.072932748E1
3.362930417E0,2.802282524E1,1.589552593E1,-3.918569183E1,5.072933001E1
3.372938417E0,2.802282524E1,1.589552593E1,-3.918569183E1,5.072933001E1
3.382949417E0,2.830660057E1,1.543178749E1,-3.916709137E1,5.072932828E1
3.392974417E0,2.845229340E1,1.519890785E1,-3.915258408E1,5.072932721E1
3.402982417E0,2.845229340E1,1.519890785E1,-3.915258408E1,5.072932721E1
3.412977417E0,2.872432709E1,1.472262955E1,-3.913594818E1,5.072933301E1
3.423000417E0,2.886186409E1,1.448329449E1,-3.912405396E1,5.072932698E1
3.433008417E0,2.886186409E1,1.448329449E1,-3.912405396E1,5.072932698E1
3.443011417E0,2.912334251E1,1.399389553E1,-3.910839462E1,5.072932802E1
3.453026417E0,2.925519753E1,1.374911118E1,-3.909680557E1,5.072932925E1
3.463034417E0,2.925519753E1,1.374911118E1,-3.909680557E1,5.072932925E1
3.473037417E0,2.950651169E1,1.324637032E1,-3.908150864E1,5.072932954E1
3.483053417E0,2.963398170E1,1.299532127E1,-3.906934357E1,5.072932932E1
3.493061417E0,2.963398170E1,1.299532127E1,-3.906934357E1,5.072932932E1
3.503066417E0,2.989080238E1,1.249226379E1,-3.903777313E1,5.072932537E1
3.513074417E0,3.001117706E1,1.223421478E1,-3.902715302E1,5.072933503E1
3.523082417E0,3.001117706E1,1.223421478E1,-3.902715302E1,5.072933503E1
3.533094417E0,3.024324226E1,1.170593548E1,-3.901002884E1,5.072933055E1
3.543106417E0,3.035747528E1,1.144051933E1,-3.900004196E1,5.072933137E1
3.553114417E0,3.035747528E1,1.144051933E1,-3.900004196E1,5.072933137E1
3.563094417E0,3.057528687E1,1.090242958E1,-3.898401642E1,5.072932755E1
3.573133417E0,3.068218613E1,1.063119411E1,-3.897494507E1,5.072933251E1
3.583141417E0,3.068218613E1,1.063119411E1,-3.897494507E1,5.072933251E1
3.593122417E0,3.093171692E1,1.010412121E1,-3.891786957E1,5.072933026E1
3.603160417E0,3.103159142E1,9.831068993E0,-3.890829468E1,5.072933055E1
3.613168417E0,3.103159142E1,9.831068993E0,-3.890829468E1,5.072933055E1
3.623151417E0,3.122564316E1,9.279989243E0,-3.888838196E1,5.072933315E1
3.633186417E0,3.131741333E1,9.003105164E0,-3.887966537E1,5.072932741E1
3.643194417E0,3.131741333E1,9.003105164E0,-3.887966537E1,5.072932741E1
3.653182417E0,3.148919106E1,8.436971664E0,-3.886789703E1,5.072933140E1
3.663212417E0,3.157293510E1,8.153481483E0,-3.886046600E1,5.072933382E1
3.673220417E0,3.157293510E1,8.153481483E0,-3.886046600E1,5.072933382E1
3.683211417E0,3.174248886E1,7.591689587E0,-3.883613205E1,5.072932586E1
3.693239417E0,3.187212372E1,7.323224068E0,-3.878147888E1,5.072933062E1
3.703247417E0,3.187212372E1,7.323224068E0,-3.878147888E1,5.072933062E1
3.713240417E0,3.201868439E1,6.747028351E0,-3.876527023E1,5.072932798E1
3.723265417E0,3.211214447E1,6.467777252E0,-3.873554993E1,5.072932873E1
3.733273417E0,3.211214447E1,6.467777252E0,-3.873554993E1,5.072932873E1
3.743279417E0,3.224018478E1,5.878840446E0,-3.872304535E1,5.072932605E1
3.753261417E0,3.230519867E1,5.584542274E0,-3.871242142E1,5.072932629E1
3.763269417E0,3.230519867E1,5.584542274E0,-3.871242142E1,5.072932629E1
3.773299417E0,3.241304779E1,4.987313747E0,-3.870382690E1,5.072933257E1
3.783319417E0,3.247396088E1,4.691842079E0,-3.868970490E1,5.072932862E1
3.793327417E0,3.247396088E1,4.691842079E0,-3.868970490E1,5.072932862E1
3.803336417E0,3.256983566E1,4.089862347E0,-3.867742920E1,5.072932780E1
3.813345417E0,3.261666107E1,3.790535927E0,-3.866846466E1,5.072932979E1
3.823353417E0,3.261666107E1,3.790535927E0,-3.866846466E1,5.072932979E1
3.833338417E0,3.270034409E1,3.183723450E0,-3.865250397E1,5.072932743E1
3.843372417E0,3.273846436E1,2.879951954E0,-3.864405823E1,5.072932493E1
3.853380417E0,3.273846436E1,2.879951954E0,-3.864405823E1,5.072932493E1
3.863387417E0,3.280021286E1,2.265305042E0,-3.863262558E1,5.072933402E1
3.873399417E0,3.282805252E1,1.957368374E0,-3.862580109E1,5.072932912E1
3.883407417E0,3.285169601E1,1.648516774E0,-3.862010956E1,5.072932486E1
3.893415417E0,3.287185287E1,1.338479638E0,-3.861495590E1,5.072933134E1
3.903425417E0,3.289217377E1,1.029140115E0,-3.860713577E1,5.072933231E1
3.913433417E0,3.289217377E1,1.029140115E0,-3.860713577E1,5.072933231E1
3.923415417E0,3.291217804E1,4.009395838E-1,-3.860172272E1,5.072933286E1
3.933451417E0,3.292023849E1,8.660280704E-2,-3.859683228E1,5.072933140E1
3.943459417E0,3.292023849E1,8.660280704E-2,-3.859683228E1,5.072933140E1
3.953467417E0,3.292887878E1,-5.423784256E-1,-3.858574677E1,5.072933161E1
3.963479417E0,3.294585037E1,-8.488777876E-1,-3.856572723E1,5.072933044E1
3.973487417E0,3.294585037E1,-8.488777876E-1,-3.856572723E1,5.072933044E1
3.983469417E0,3.293507385E1,-1.481969357E0,-3.855579758E1,5.072932928E1
3.993505417E0,3.302165985E1,-1.743093729E0,-3.847072601E1,5.072933229E1
4.003513417E0,3.302165985E1,-1.743093729E0,-3.847072601E1,5.072933229E1
4.013501417E0,3.305499649E1,-2.338131905E0,-3.841048431E1,5.072933036E1
4.023531417E0,3.304276657E1,-2.652144670E0,-3.840060806E1,5.072933070E1
4.033539417E0,3.304276657E1,-2.652144670E0,-3.840060806E1,5.072933070E1
4.043531417E0,3.303457642E1,-3.260173798E0,-3.836082458E1,5.072932914E1
4.053558417E0,3.307129669E1,-3.529988766E0,-3.830526352E1,5.072932780E1
4.063566417E0,3.307129669E1,-3.529988766E0,-3.830526352E1,5.072932780E1
4.073561417E0,3.301203156E1,-4.175248146E0,-3.829148865E1,5.072933104E1
4.083571417E0,3.301203156E1,-4.175248146E0,-3.829148865E1,5.072933104E1
4.093579417E0,3.301203156E1,-4.175248146E0,-3.829148865E1,5.072933104E1
4.103599417E0,3.290853119E1,-5.143768311E0,-3.826271439E1,5.072933165E1
4.113612417E0,3.286420059E1,-5.469152927E0,-3.825569153E1,5.072933322E1
4.123620417E0,3.286420059E1,-5.469152927E0,-3.825569153E1,5.072933322E1
4.133615417E0,3.276111984E1,-6.126178741E0,-3.824452591E1,5.072932881E1
4.143637417E0,3.270550156E1,-6.455773830E0,-3.823791504E1,5.072933071E1
4.153645417E0,3.270550156E1,-6.455773830E0,-3.823791504E1,5.072933071E1
4.163633417E0,3.258309555E1,-7.116791725E0,-3.822509766E1,5.072933009E1
4.173665417E0,3.251216125E1,-7.450170994E0,-3.822197342E1,5.072933007E1
4.183673417E0,3.251216125E1,-7.450170994E0,-3.822197342E1,5.072933007E1
4.193661417E0,3.236854935E1,-8.113986015E0,-3.820870972E1,5.072933327E1
4.203692417E0,3.229011536E1,-8.446931839E0,-3.820291519E1,5.072933014E1
4.213700417E0,3.229011536E1,-8.446931839E0,-3.820291519E1,5.072933014E1
4.223708417E0,3.212002182E1,-9.113493919E0,-3.819310379E1,5.072932830E1
4.233718417E0,3.203028107E1,-9.444829941E0,-3.818797302E1,5.072933078E1
4.243726417E0,3.203028107E1,-9.444829941E0,-3.818797302E1,5.072933078E1
4.253707417E0,3.182848549E1,-1.011287880E1,-3.818562317E1,5.072932705E1
4.263744417E0,3.172636604E1,-1.044283676E1,-3.818179703E1,5.072932846E1
4.273752417E0,3.172636604E1,-1.044283676E1,-3.818179703E1,5.072932846E1
4.283732417E0,3.150110245E1,-1.110246754E1,-3.818220139E1,5.072932824E1
4.293770417E0,3.138630867E1,-1.142867661E1,-3.818048859E1,5.072932810E1
4.303778417E0,3.138630867E1,-1.142867661E1,-3.818048859E1,5.072932810E1
4.313759417E0,3.113462067E1,-1.208297348E1,-3.818509674E1,5.072932550E1
4.323775417E0,3.100672722E1,-1.240585136E1,-3.818563080E1,5.072932762E1
4.333783417E0,3.100672722E1,-1.240585136E1,-3.818563080E1,5.072932762E1
4.343799417E0,3.073055649E1,-1.305180550E1,-3.819356918E1,5.072933526E1
4.353824417E0,3.059603882E1,-1.336492348E1,-3.819327545E1,5.072933136E1
4.363832417E0,3.059603882E1,-1.336492348E1,-3.819327545E1,5.072933136E1
4.373826417E0,3.030203438E1,-1.400029945E1,-3.820003891E1,5.072932727E1
4.383850417E0,3.016180801E1,-1.430589008E1,-3.819779968E1,5.072933130E1
4.393858417E0,3.016180801E1,-1.430589008E1,-3.819779968E1,5.072933130E1
4.403868417E0,2.984477615E1,-1.493337250E1,-3.820665741E1,5.072933026E1
4.413877417E0,2.970630264E1,-1.522736835E1,-3.819853210E1,5.072933095E1
4.423885417E0,2.970630264E1,-1.522736835E1,-3.819853210E1,5.072933095E1
4.433895417E0,2.940674210E1,-1.583394814E1,-3.818369293E1,5.072932880E1
4.443893417E0,2.925442696E1,-1.613010216E1,-3.817673492E1,5.072932861E1
4.453901417E0,2.925442696E1,-1.613010216E1,-3.817673492E1,5.072932861E1
4.463920417E0,2.890756226E1,-1.675171089E1,-3.817325974E1,5.072932813E1
4.473921417E0,2.879643250E1,-1.703436279E1,-3.813214874E1,5.072932887E1
4.483929417E0,2.879643250E1,-1.703436279E1,-3.813214874E1,5.072932887E1
4.493947417E0,2.842241669E1,-1.766487503E1,-3.812588501E1,5.072932769E1
4.503939417E0,2.824003792E1,-1.797739601E1,-3.811532593E1,5.072932662E1
4.513947417E0,2.824003792E1,-1.797739601E1,-3.811532593E1,5.072932662E1
4.523974417E0,2.783867836E1,-1.860575676E1,-3.810903931E1,5.072933150E1
4.533980417E0,2.763775063E1,-1.891780853E1,-3.810165787E1,5.072933147E1
4.543988417E0,2.763775063E1,-1.891780853E1,-3.810165787E1,5.072933147E1
4.554000417E0,2.720600319E1,-1.954452133E1,-3.809605789E1,5.072932634E1
4.564010417E0,2.698695183E1,-1.985556793E1,-3.809101868E1,5.072932929E1
4.574018417E0,2.698695183E1,-1.985556793E1,-3.809101868E1,5.072932929E1
4.584027417E0,2.652527618E1,-2.047250938E1,-3.808872223E1,5.072932759E1
4.594009417E0,2.629241753E1,-2.077659988E1,-3.808551407E1,5.072932785E1
4.604017417E0,2.629241753E1,-2.077659988E1,-3.808551407E1,5.072932785E1
4.614054417E0,2.579961586E1,-2.137955856E1,-3.808883286E1,5.072932969E1
4.624037417E0,2.554700851E1,-2.167596436E1,-3.809157181E1,5.072932995E1
4.634045417E0,2.529138374E1,-2.196834755E1,-3.809465027E1,5.072932845E1
4.644080417E0,2.503122330E1,-2.225794220E1,-3.809838486E1,5.072933135E1
4.654066417E0,2.476590157E1,-2.254529572E1,-3.810281754E1,5.072933021E1
4.664074417E0,2.449783325E1,-2.282869148E1,-3.810737228E1,5.072932891E1
4.674106417E0,2.422480011E1,-2.310974693E1,-3.811250687E1,5.072932607E1
4.684092417E0,2.394548607E1,-2.338940239E1,-3.811842346E1,5.072932736E1
4.694100417E0,2.366333771E1,-2.366610336E1,-3.812383652E1,5.072932989E1
4.704133417E0,2.366333771E1,-2.366610336E1,-3.812383652E1,5.072932989E1
4.714137417E0,2.323250580E1,-2.416767883E1,-3.807412338E1,5.072932975E1
4.724145417E0,2.300305748E1,-2.442324448E1,-3.805035400E1,5.072933041E1
4.734160417E0,2.271294403E1,-2.469430733E1,-3.804968262E1,5.072933065E1
4.744169417E0,2.241318893E1,-2.496555138E1,-3.805042648E1,5.072932830E1
4.754177417E0,2.211441422E1,-2.523446465E1,-3.804785156E1,5.072932614E1
4.764186417E0,2.183209038E1,-2.549999809E1,-3.803386307E1,5.072932892E1
4.774184417E0,2.153586769E1,-2.576165390E1,-3.802641678E1,5.072932862E1
4.784192417E0,2.153586769E1,-2.576165390E1,-3.802641678E1,5.072932862E1
4.794213417E0,2.087838364E1,-2.628912354E1,-3.803209305E1,5.072933097E1
4.804222417E0,2.054294586E1,-2.654929733E1,-3.803402328E1,5.072932821E1
4.814230417E0,2.019898415E1,-2.680788040E1,-3.803686905E1,5.072932898E1
4.824239417E0,1.984859657E1,-2.706338501E1,-3.804039001E1,5.072932945E1
4.834250417E0,1.949393654E1,-2.731480598E1,-3.804409027E1,5.072933069E1
4.844258417E0,1.949393654E1,-2.731480598E1,-3.804409027E1,5.072933069E1
4.854261417E0,1.876413155E1,-2.780799294E1,-3.805374908E1,5.072933001E1
4.864276417E0,1.840644455E1,-2.804158211E1,-3.805702972E1,5.072933116E1
4.874284417E0,1.804322052E1,-2.827278900E1,-3.805990601E1,5.072932929E1
4.884293417E0,1.766831398E1,-2.850042152E1,-3.806601715E1,5.072933084E1
4.894302417E0,1.728931999E1,-2.872135735E1,-3.807398224E1,5.072933153E1
4.904310417E0,1.691090012E1,-2.893384361E1,-3.808305359E1,5.072932899E1
4.914320417E0,1.652935028E1,-2.914087677E1,-3.809270859E1,5.072932650E1
4.924329417E0,1.614123917E1,-2.934436226E1,-3.810293198E1,5.072932705E1
4.934337417E0,1.575042248E1,-2.954164314E1,-3.811404800E1,5.072933218E1
4.944345417E0,1.535593605E1,-2.973540497E1,-3.812434387E1,5.072932758E1
4.954355417E0,1.495930099E1,-2.992268181E1,-3.813550949E1,5.072932739E1
4.964363417E0,1.456138515E1,-3.010334969E1,-3.814733505E1,5.072932851E1
4.974372417E0,1.416055107E1,-3.027828598E1,-3.815978241E1,5.072932882E1
4.984382417E0,1.375191784E1,-3.045155716E1,-3.817135239E1,5.072932801E1
4.994390417E0,1.334180737E1,-3.061890984E1,-3.818302155E1,5.072932680E1
5.004399417E0,1.293052483E1,-3.077957916E1,-3.819533920E1,5.072932981E1
5.014407417E0,1.252125645E1,-3.092926598E1,-3.821077347E1,5.072932649E1
5.024415417E0,1.210615158E1,-3.107841492E1,-3.822352600E1,5.072932800E1
5.034425417E0,1.168941784E1,-3.122104263E1,-3.823700714E1,5.072932788E1
5.044435417E0,1.127124882E1,-3.135839081E1,-3.825016785E1,5.072933140E1
5.054443417E0,1.085453701E1,-3.148649025E1,-3.826545334E1,5.072933038E1
5.064452417E0,1.043258095E1,-3.161313248E1,-3.827840424E1,5.072933196E1
5.074462417E0,1.001510906E1,-3.172821999E1,-3.829467773E1,5.072932777E1
5.084470417E0,9.595482826E0,-3.183896637E1,-3.831020737E1,5.072933134E1
5.094479417E0,9.187193871E0,-3.193400002E1,-3.833118820E1,5.072932956E1
5.104488417E0,8.785651207E0,-3.201982498E1,-3.835372162E1,5.072932900E1
5.114496417E0,8.371272087E0,-3.210880661E1,-3.837201309E1,5.072933123E1
5.124506417E0,8.053966522E0,-3.213320160E1,-3.841946793E1,5.072932621E1
5.134515417E0,7.650048256E0,-3.220784760E1,-3.843951416E1,5.072933011E1
5.144523417E0,7.218050003E0,-3.229133606E1,-3.845301437E1,5.072933022E1
5.154532417E0,6.784507751E0,-3.236939621E1,-3.846632004E1,5.072933208E1
5.164535417E0,6.349555016E0,-3.244288635E1,-3.847865677E1,5.072932831E1
5.174543417E0,5.930590630E0,-3.250022888E1,-3.849711990E1,5.072933100E1
5.184559417E0,5.492332458E0,-3.256198502E1,-3.850995255E1,5.072933105E1
5.194562417E0,5.052401543E0,-3.261853409E1,-3.852232361E1,5.072933021E1
5.204570417E0,4.611278534E0,-3.266942596E1,-3.853451920E1,5.072932537E1
5.214584417E0,4.244625092E0,-3.266566849E1,-3.857981491E1,5.072932937E1
5.224594417E0,3.802419186E0,-3.270553589E1,-3.859215546E1,5.072933010E1
5.234602417E0,3.383046150E0,-3.272359467E1,-3.861588287E1,5.072933135E1
5.244612417E0,2.956999779E0,-3.274152374E1,-3.863565063E1,5.072932805E1
5.254593417E0,2.521545887E0,-3.276037979E1,-3.865053940E1,5.072932952E1
5.264601417E0,2.089938641E0,-3.277012634E1,-3.866802216E1,5.072933039E1
5.274638417E0,1.650886893E0,-3.277975845E1,-3.868109512E1,5.072933187E1
5.284623417E0,1.211989403E0,-3.278424835E1,-3.869352722E1,5.072932985E1
5.294631417E0,7.755615115E-1,-3.278118134E1,-3.870733261E1,5.072933021E1
5.304664417E0,3.359150887E-1,-3.277538681E1,-3.871855164E1,5.072933136E1
5.314649417E0,-1.051697731E-1,-3.276599503E1,-3.872780991E1,5.072932831E1
5.324657417E0,-5.475817919E-1,-3.275149918E1,-3.873634338E1,5.072932922E1
5.334691417E0,-9.897161722E-1,-3.273100281E1,-3.874489594E1,5.072933120E1
5.344677417E0,-1.433925271E0,-3.270482254E1,-3.875310898E1,5.072933091E1
5.354685417E0,-1.878873229E0,-3.267107391E1,-3.876255417E1,5.072932920E1
5.364718417E0,-2.318489790E0,-3.262709427E1,-3.877579498E1,5.072933029E1
5.374702417E0,-2.749057770E0,-3.257063293E1,-3.879512024E1,5.072932882E1
5.384710417E0,-3.183158398E0,-3.250986481E1,-3.881289673E1,5.072932840E1
5.394744417E0,-3.183158398E0,-3.250986481E1,-3.881289673E1,5.072932840E1
5.404753417E0,-4.009471893E0,-3.235272980E1,-3.886759567E1,5.072933060E1
5.414761417E0,-4.434759140E0,-3.227130508E1,-3.888908386E1,5.072933140E1
5.424771417E0,-4.434759140E0,-3.227130508E1,-3.888908386E1,5.072933140E1
5.434756417E0,-5.242362976E0,-3.206008911E1,-3.896323013E1,5.072933063E1
5.444764417E0,-5.674265862E0,-3.196250153E1,-3.898289490E1,5.072932970E1
5.454797417E0,-6.103473186E0,-3.185856438E1,-3.900313187E1,5.072932884E1
5.464792417E0,-6.103473186E0,-3.185856438E1,-3.900313187E1,5.072932884E1
5.474800417E0,-6.965383530E0,-3.163331032E1,-3.904205322E1,5.072932889E1
5.484824417E0,-7.403808594E0,-3.151515961E1,-3.905692291E1,5.072932972E1
5.494832417E0,-7.819647789E0,-3.138239479E1,-3.908277512E1,5.072932983E1
5.504840417E0,-7.819647789E0,-3.138239479E1,-3.908277512E1,5.072932983E1
5.514851417E0,-8.684242249E0,-3.111084747E1,-3.911731339E1,5.072933176E1
5.524859417E0,-9.110568047E0,-3.096324539E1,-3.913745117E1,5.072933175E1
5.534867417E0,-9.537367821E0,-3.081032562E1,-3.915644455E1,5.072932781E1
5.544877417E0,-9.971340179E0,-3.065582657E1,-3.916959763E1,5.072932787E1
5.554886417E0,-1.037841797E1,-3.048080635E1,-3.920043564E1,5.072933342E1
5.564894417E0,-1.079497814E1,-3.030684090E1,-3.922280884E1,5.072932970E1
5.574903417E0,-1.122266006E1,-3.013422012E1,-3.923577118E1,5.072933137E1
5.584913417E0,-1.162681293E1,-2.994532394E1,-3.926269913E1,5.072932828E1
5.594921417E0,-1.162681293E1,-2.994532394E1,-3.926269913E1,5.072932828E1
5.604930417E0,-1.245866489E1,-2.956182861E1,-3.929815292E1,5.072932944E1
5.614939417E0,-1.286590958E1,-2.935883141E1,-3.931910706E1,5.072932870E1
5.624947417E0,-1.325501728E1,-2.914079475E1,-3.935204315E1,5.072932783E1
5.634932417E0,-1.366977501E1,-2.893433189E1,-3.936250305E1,5.072933035E1
5.644966417E0,-1.406586075E1,-2.871423721E1,-3.938412094E1,5.072932919E1
5.654974417E0,-1.446354866E1,-2.849045563E1,-3.940259933E1,5.072933211E1
5.664983417E0,-1.486992550E1,-2.826678085E1,-3.941242599E1,5.072932985E1
5.674983417E0,-1.526325321E1,-2.803270721E1,-3.942924118E1,5.072932714E1
5.684991417E0,-1.565474129E1,-2.779084206E1,-3.944696426E1,5.072932896E1
5.695001417E0,-1.605367661E1,-2.754705048E1,-3.945762634E1,5.072932879E1
5.705018417E0,-1.643091011E1,-2.729109573E1,-3.948019791E1,5.072932821E1
5.715026417E0,-1.643091011E1,-2.729109573E1,-3.948019791E1,5.072932821E1
5.725036417E0,-1.720434952E1,-2.676338959E1,-3.951197433E1,5.072932860E1
5.735045417E0,-1.758658409E1,-2.648806763E1,-3.952922058E1,5.072933024E1
5.745053417E0,-1.796511650E1,-2.620484924E1,-3.954776382E1,5.072933233E1
5.755063417E0,-1.834969330E1,-2.591614532E1,-3.956143188E1,5.072932806E1
5.765072417E0,-1.871676254E1,-2.561726379E1,-3.958412933E1,5.072932780E1
5.775080417E0,-1.908289528E1,-2.531155777E1,-3.960597229E1,5.072932968E1
5.785089417E0,-1.945773697E1,-2.500043488E1,-3.962120056E1,5.072932885E1
5.795098417E0,-1.979917145E1,-2.467565727E1,-3.965563583E1,5.072932786E1
5.805106417E0,-1.979917145E1,-2.467565727E1,-3.965563583E1,5.072932786E1
5.815115417E0,-2.049854469E1,-2.400996208E1,-3.970889282E1,5.072932863E1
5.825125417E0,-2.083765602E1,-2.366403198E1,-3.974003601E1,5.072932860E1
5.835133417E0,-2.115617752E1,-2.330519295E1,-3.978377914E1,5.072933026E1
5.845143417E0,-2.150619698E1,-2.295453835E1,-3.979996872E1,5.072932928E1
5.855152417E0,-2.183928871E1,-2.259426689E1,-3.982473373E1,5.072932924E1
5.865160417E0,-2.216743660E1,-2.222734451E1,-3.984990311E1,5.072932946E1
5.875169417E0,-2.250485039E1,-2.185887909E1,-3.986459732E1,5.072933082E1
5.885176417E0,-2.282766724E1,-2.148253632E1,-3.988562393E1,5.072932835E1
5.895184417E0,-2.314625359E1,-2.110006523E1,-3.990618134E1,5.072933192E1
5.905195417E0,-2.347043037E1,-2.071371651E1,-3.991923904E1,5.072932879E1
5.915205417E0,-2.377930260E1,-2.031800270E1,-3.993981171E1,5.072933101E1
5.925213417E0,-2.407876968E1,-1.991483116E1,-3.996344757E1,5.072932871E1
5.935221417E0,-2.438558769E1,-1.951052666E1,-3.997683334E1,5.072932822E1
5.945231417E0,-2.467807770E1,-1.909772491E1,-3.999667740E1,5.072932898E1
5.955239417E0,-2.496408081E1,-1.867923355E1,-4.001681900E1,5.072932978E1
5.965249417E0,-2.525428772E1,-1.825950813E1,-4.002844238E1,5.072932963E1
5.975257417E0,-2.548874855E1,-1.781080246E1,-4.008196259E1,5.072932792E1
5.985265417E0,-2.548874855E1,-1.781080246E1,-4.008196259E1,5.072932792E1
5.995275417E0,-2.597163200E1,-1.691867065E1,-4.015840912E1,5.072932987E1
6.005284417E0,-2.620362663E1,-1.647014618E1,-4.019414520E1,5.072933148E1
6.015292417E0,-2.643487740E1,-1.602099609E1,-4.022424316E1,5.072932876E1
6.025301417E0,-2.667779732E1,-1.557521534E1,-4.023894501E1,5.072932976E1
6.035289417E0,-2.689215469E1,-1.511552238E1,-4.027155304E1,5.072933062E1
6.045297417E0,-2.710130882E1,-1.465390873E1,-4.030194473E1,5.072932811E1
6.055328417E0,-2.732140732E1,-1.419740295E1,-4.031673431E1,5.072932696E1
6.065338417E0,-2.752375984E1,-1.373200417E1,-4.034029770E1,5.072932991E1
6.075346417E0,-2.771829605E1,-1.326375389E1,-4.036376572E1,5.072932767E1
6.085354417E0,-2.791705513E1,-1.279826927E1,-4.037706375E1,5.072933018E1
6.095364417E0,-2.809947205E1,-1.232604122E1,-4.039743805E1,5.072932704E1
6.105372417E0,-2.827718735E1,-1.185202408E1,-4.041528320E1,5.072932993E1
6.115382417E0,-2.845650673E1,-1.137940598E1,-4.042525482E1,5.072932961E1
6.125390417E0,-2.862034988E1,-1.090061474E1,-4.044152832E1,5.072933118E1
6.135398417E0,-2.877761269E1,-1.042047119E1,-4.045648956E1,5.072932840E1
6.145408417E0,-2.893603706E1,-9.941809654E0,-4.046395111E1,5.072933234E1
6.155417417E0,-2.907639122E1,-9.456123352E0,-4.047975159E1,5.072933159E1
6.165425417E0,-2.921131134E1,-8.969674110E0,-4.049332428E1,5.072933151E1
6.175433417E0,-2.934890747E1,-8.485885620E0,-4.049810028E1,5.072932831E1
6.185439417E0,-2.946992111E1,-7.996307373E0,-4.050984573E1,5.072932863E1
6.195447417E0,-2.958267403E1,-7.504038811E0,-4.052184296E1,5.072933035E1
6.205462417E0,-2.969815063E1,-7.011396408E0,-4.052560806E1,5.072932820E1
6.215470417E0,-2.979340744E1,-6.512527943E0,-4.053892517E1,5.072932683E1
6.225478417E0,-2.987821007E1,-6.008760929E0,-4.055431366E1,5.072933078E1
6.235487417E0,-2.997082710E1,-5.510561466E0,-4.055672836E1,5.072933057E1
6.245496417E0,-3.003251076E1,-5.000144482E0,-4.057723236E1,5.072933011E1
6.255504417E0,-3.009093666E1,-4.491007805E0,-4.059348679E1,5.072932869E1
6.265514417E0,-3.015750694E1,-3.989592552E0,-4.059646225E1,5.072932900E1
6.275523417E0,-3.016898346E1,-3.467622519E0,-4.063585663E1,5.072932892E1
6.285531417E0,-3.019309616E1,-2.955462933E0,-4.065842056E1,5.072933057E1
6.295540417E0,-3.023257637E1,-2.451562166E0,-4.066258621E1,5.072932829E1
6.305549417E0,-3.016740227E1,-1.907741785E0,-4.074007034E1,5.072933047E1
6.315557417E0,-1.585008621E1,-1.474796486E1,-3.265267944E1,3.917812113E1
6.325567417E0,-1.607970428E1,-1.447475243E1,-3.266267014E1,3.917812359E1
6.335556417E0,-1.628541756E1,-1.419096756E1,-3.268526840E1,3.917812088E1
6.345564417E0,-1.649491692E1,-1.390749359E1,-3.270205688E1,3.917812127E1
6.355593417E0,-1.671197510E1,-1.362580013E1,-3.271043777E1,3.917812247E1
6.365603417E0,-1.691119766E1,-1.333560658E1,-3.272763443E1,3.917811972E1
6.375611417E0,-1.710178185E1,-1.304079628E1,-3.274739838E1,3.917812413E1
6.385620417E0,-1.730466270E1,-1.275025749E1,-3.275522232E1,3.917811898E1
6.395629417E0,-1.749268341E1,-1.245300102E1,-3.276971436E1,3.917812382E1
6.405637417E0,-1.767434692E1,-1.215262890E1,-3.278500366E1,3.917812391E1
6.415647417E0,-1.786391830E1,-1.185377502E1,-3.279166794E1,3.917811948E1
6.425656417E0,-1.803969955E1,-1.154881382E1,-3.280425644E1,3.917812018E1
6.435664417E0,-1.821088219E1,-1.124184132E1,-3.281630707E1,3.917812190E1
6.445672417E0,-1.838668442E1,-1.093521595E1,-3.282188416E1,3.917812133E1
6.455683417E0,-1.854393959E1,-1.062077618E1,-3.283666611E1,3.917812174E1
6.465691417E0,-1.870220566E1,-1.030582809E1,-3.284725952E1,3.917811950E1
6.475700417E0,-1.886384964E1,-9.991707802E0,-3.285188293E1,3.917812222E1
6.485702417E0,-1.899492645E1,-9.667417526E0,-3.287337875E1,3.917812174E1
6.495710417E0,-1.913234711E1,-9.342553139E0,-3.288761520E1,3.917812194E1
6.505726417E0,-1.927641678E1,-9.018559456E0,-3.289392853E1,3.917812135E1
6.515736417E0,-1.940305519E1,-8.687044144E0,-3.290869141E1,3.917812217E1
6.525744417E0,-1.952290344E1,-8.353240013E0,-3.292422867E1,3.917812159E1
6.535753417E0,-1.964890480E1,-8.021271706E0,-3.293181992E1,3.917811918E1
6.545762417E0,-1.976239586E1,-7.685236931E0,-3.294404221E1,3.917811983E1
