"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
9.868654667E0,-1.952937698E1,-7.031580925E0,-3.322777939E1,3.917811913E1
9.878664667E0,-1.952937698E1,-7.031580925E0,-3.322777939E1,3.917811913E1
9.888672667E0,-1.976273918E1,-6.164237976E0,-3.326201248E1,3.917812099E1
9.898681667E0,-1.984408951E1,-5.721938133E0,-3.329259491E1,3.917812324E1
9.908690667E0,-1.984408951E1,-5.721938133E0,-3.329259491E1,3.917812324E1
9.918698667E0,-2.001446533E1,-4.837384701E0,-3.333085632E1,3.917812012E1
9.928708667E0,-2.008223152E1,-4.393450737E0,-3.335156631E1,3.917812410E1
9.938717667E0,-2.008223152E1,-4.393450737E0,-3.335156631E1,3.917812410E1
9.948725667E0,-2.019527817E1,-3.501885653E0,-3.338881302E1,3.917812270E1
9.958734667E0,-2.022780037E1,-3.052627563E0,-3.341321564E1,3.917812428E1
9.968743667E0,-2.022780037E1,-3.052627563E0,-3.341321564E1,3.917812428E1
9.978751667E0,-2.028749084E1,-2.158039093E0,-3.344676208E1,3.917812287E1
9.988760667E0,-2.030036163E1,-1.709262848E0,-3.346489334E1,3.917812334E1
9.998769667E0,-2.030036163E1,-1.709262848E0,-3.346489334E1,3.917812334E1
1.000877767E1,-2.030920792E1,-8.157511353E-1,-3.349322128E1,3.917812206E1
1.001878767E1,-2.029804993E1,-3.678086400E-1,-3.350789261E1,3.917811865E1
1.002879767E1,-2.029804993E1,-3.678086400E-1,-3.350789261E1,3.917811865E1
1.003880567E1,-2.025448227E1,5.248195529E-1,-3.353215790E1,3.917812018E1
1.004879767E1,-2.021453285E1,9.734099507E-1,-3.354624176E1,3.917812147E1
1.005882367E1,-2.021453285E1,9.734099507E-1,-3.354624176E1,3.917812147E1
1.006883167E1,-2.010787964E1,1.868433475E0,-3.357242203E1,3.917812384E1
1.007882967E1,-2.003940010E1,2.316138744E0,-3.358545685E1,3.917811847E1
1.008884967E1,-2.003940010E1,2.316138744E0,-3.358545685E1,3.917811847E1
1.009885767E1,-1.986560822E1,3.213263035E0,-3.361484146E1,3.917811909E1
1.010885667E1,-1.976627159E1,3.660735607E0,-3.362764740E1,3.917812077E1
1.011887667E1,-1.976627159E1,3.660735607E0,-3.362764740E1,3.917812077E1
1.012888467E1,-1.952722168E1,4.552234650E0,-3.365843201E1,3.917812236E1
1.013888867E1,-1.939871216E1,4.995860100E0,-3.366981506E1,3.917812014E1
1.014890267E1,-1.939871216E1,4.995860100E0,-3.366981506E1,3.917812014E1
1.015891067E1,-1.909975243E1,5.880246162E0,-3.369788742E1,3.917812469E1
1.016889767E1,-1.893659401E1,6.317766666E0,-3.371077728E1,3.917812238E1
1.017892967E1,-1.893659401E1,6.317766666E0,-3.371077728E1,3.917812238E1
1.018893767E1,-1.859795189E1,7.172471523E0,-3.372828293E1,3.917812185E1
1.019894767E1,-1.841522026E1,7.593091011E0,-3.373647308E1,3.917811869E1
1.020895667E1,-1.841522026E1,7.593091011E0,-3.373647308E1,3.917811869E1
1.021896467E1,-1.805556297E1,8.410200119E0,-3.373707581E1,3.917812022E1
1.022894567E1,-1.786441040E1,8.810957909E0,-3.373655319E1,3.917812093E1
1.023898367E1,-1.786441040E1,8.810957909E0,-3.373655319E1,3.917812093E1
1.024899167E1,-1.744525909E1,9.601182938E0,-3.374026489E1,3.917812213E1
1.025897667E1,-1.723148346E1,9.986354828E0,-3.373831558E1,3.917812200E1
1.026900967E1,-1.723148346E1,9.986354828E0,-3.373831558E1,3.917812200E1
1.027901767E1,-1.675845528E1,1.074819469E1,-3.374249268E1,3.917812303E1
1.028900367E1,-1.650940514E1,1.112120819E1,-3.374438477E1,3.917812186E1
1.029903567E1,-1.650940514E1,1.112120819E1,-3.374438477E1,3.917812186E1
1.030904367E1,-1.599251747E1,1.184874630E1,-3.374568939E1,3.917811834E1
1.031902967E1,-1.572047043E1,1.220518208E1,-3.374648666E1,3.917811918E1
1.032906267E1,-1.572047043E1,1.220518208E1,-3.374648666E1,3.917811918E1
1.033907067E1,-1.572047043E1,1.220518208E1,-3.374648666E1,3.917811918E1
1.034905567E1,-1.486113739E1,1.324017811E1,-3.374565887E1,3.917812162E1
1.035908967E1,-1.486113739E1,1.324017811E1,-3.374565887E1,3.917812162E1
1.036909767E1,-1.486113739E1,1.324017811E1,-3.374565887E1,3.917812162E1
1.037910767E1,-1.392572403E1,1.422606468E1,-3.374342346E1,3.917812314E1
1.038911567E1,-1.392572403E1,1.422606468E1,-3.374342346E1,3.917812314E1
1.039912367E1,-1.392572403E1,1.422606468E1,-3.374342346E1,3.917812314E1
1.040910467E1,-1.290329552E1,1.515965462E1,-3.374337006E1,3.917812127E1
1.041914167E1,-1.255568790E1,1.545415783E1,-3.374090958E1,3.917812236E1
1.042914967E1,-1.220164680E1,1.574169827E1,-3.373787308E1,3.917812309E1
1.043914467E1,-1.184517479E1,1.601989365E1,-3.373395920E1,3.917812095E1
1.044916767E1,-1.148245430E1,1.629060936E1,-3.372972870E1,3.917812283E1
1.045917567E1,-1.148245430E1,1.629060936E1,-3.372972870E1,3.917812283E1
1.046918567E1,-1.075564575E1,1.680385017E1,-3.371752930E1,3.917811989E1
1.047919567E1,-1.037630653E1,1.705024910E1,-3.371270370E1,3.917812046E1
1.048920367E1,-1.037630653E1,1.705024910E1,-3.371270370E1,3.917812046E1
1.049921267E1,-9.619489670E0,1.751207542E1,-3.370041275E1,3.917812128E1
1.050922167E1,-9.229264259E0,1.773222923E1,-3.369441986E1,3.917812147E1
1.051922967E1,-8.835010529E0,1.794425583E1,-3.368785477E1,3.917812256E1
1.052923867E1,-8.437052727E0,1.814713669E1,-3.368119431E1,3.917812245E1
1.053924867E1,-8.034284592E0,1.834183311E1,-3.367421341E1,3.917812170E1
1.054925667E1,-8.034284592E0,1.834183311E1,-3.367421341E1,3.917812170E1
1.055926467E1,-7.234815121E0,1.869915390E1,-3.365893936E1,3.917812024E1
1.056927567E1,-6.817785740E0,1.886753082E1,-3.365203476E1,3.917812355E1
1.057928367E1,-6.817785740E0,1.886753082E1,-3.365203476E1,3.917812355E1
1.058929267E1,-5.984418392E0,1.917877388E1,-3.363460159E1,3.917811960E1
1.059930167E1,-5.533330441E0,1.932716560E1,-3.362689590E1,3.917812150E1
1.060930967E1,-5.096866608E0,1.946522903E1,-3.361624527E1,3.917812064E1
1.061931967E1,-4.657968998E0,1.959156418E1,-3.360653687E1,3.917812377E1
1.062932767E1,-4.220725536E0,1.970674133E1,-3.359695053E1,3.917812225E1
1.063933567E1,-4.220725536E0,1.970674133E1,-3.359695053E1,3.917812225E1
1.064934467E1,-3.356153965E0,1.990806580E1,-3.357574081E1,3.917812176E1
1.065935367E1,-2.912530661E0,1.999712753E1,-3.356422424E1,3.917812009E1
1.066936167E1,-2.912530661E0,1.999712753E1,-3.356422424E1,3.917812009E1
1.067937267E1,-2.035368919E0,2.014151382E1,-3.354253769E1,3.917812069E1
1.068938167E1,-1.591014266E0,2.020088196E1,-3.353085327E1,3.917811991E1
1.069938967E1,-1.591014266E0,2.020088196E1,-3.353085327E1,3.917811991E1
1.070939767E1,-7.084879875E-1,2.028656387E1,-3.350938034E1,3.917812144E1
1.071940867E1,-2.618839741E-1,2.031630325E1,-3.349782562E1,3.917811995E1
1.072941667E1,-2.618839741E-1,2.031630325E1,-3.349782562E1,3.917811995E1
1.073942467E1,6.104094982E-1,2.034014130E1,-3.347881699E1,3.917812061E1
1.074943467E1,1.049080372E0,2.033856392E1,-3.346890259E1,3.917812135E1
1.075944267E1,1.487657309E0,2.032724762E1,-3.345915222E1,3.917811873E1
1.076945267E1,1.946622252E0,2.030912399E1,-3.344660568E1,3.917812256E1
1.077945967E1,2.385323286E0,2.027969170E1,-3.343605423E1,3.917812381E1
1.078946767E1,2.385323286E0,2.027969170E1,-3.343605423E1,3.917812381E1
1.079947867E1,3.292682171E0,2.020191002E1,-3.340608215E1,3.917812207E1
1.080946367E1,3.753659725E0,2.014875793E1,-3.338956070E1,3.917812108E1
1.081947167E1,3.753659725E0,2.014875793E1,-3.338956070E1,3.917812108E1
1.082950067E1,4.660236359E0,2.001402473E1,-3.335634995E1,3.917811979E1
1.083951367E1,5.111568928E0,1.993134689E1,-3.333974457E1,3.917812264E1
1.084952167E1,5.111568928E0,1.993134689E1,-3.333974457E1,3.917812264E1
1.085953067E1,6.013315201E0,1.973985672E1,-3.330320358E1,3.917812236E1
1.086954067E1,6.464167118E0,1.962977791E1,-3.328380585E1,3.917812360E1
1.087954867E1,6.464167118E0,1.962977791E1,-3.328380585E1,3.917812360E1
1.088955867E1,7.336295128E0,1.937552261E1,-3.325196457E1,3.917812209E1
1.089956467E1,7.784456730E0,1.923788261E1,-3.322997665E1,3.917812199E1
1.090957267E1,7.784456730E0,1.923788261E1,-3.322997665E1,3.917812199E1
1.091958367E1,8.643090248E0,1.892487526E1,-3.319746017E1,3.917812240E1
1.092959367E1,9.076972008E0,1.875677872E1,-3.317705917E1,3.917812431E1
1.093960167E1,9.076972008E0,1.875677872E1,-3.317705917E1,3.917812431E1
1.094961067E1,9.916686058E0,1.838599777E1,-3.314422607E1,3.917812270E1
1.095961967E1,1.033841705E1,1.818803215E1,-3.312457657E1,3.917811830E1
1.096962767E1,1.033841705E1,1.818803215E1,-3.312457657E1,3.917811830E1
1.097963767E1,1.115507603E1,1.775939369E1,-3.309219360E1,3.917811970E1
1.098964667E1,1.156291103E1,1.753324127E1,-3.307279587E1,3.917812256E1
1.099965467E1,1.156291103E1,1.753324127E1,-3.307279587E1,3.917812256E1
1.100966267E1,1.234533501E1,1.704899979E1,-3.304314804E1,3.917812301E1
1.101967267E1,1.273813629E1,1.679746437E1,-3.302287292E1,3.917811968E1
1.102968067E1,1.273813629E1,1.679746437E1,-3.302287292E1,3.917811968E1
1.103969067E1,1.349483395E1,1.626791763E1,-3.298741531E1,3.917812217E1
1.104969967E1,1.387085724E1,1.599338341E1,-3.296567917E1,3.917811885E1
1.105970767E1,1.387085724E1,1.599338341E1,-3.296567917E1,3.917811885E1
1.106971767E1,1.459233665E1,1.542070770E1,-3.292705154E1,3.917812194E1
1.107972667E1,1.495247650E1,1.512725925E1,-3.290159225E1,3.917812271E1
1.108973467E1,1.495247650E1,1.512725925E1,-3.290159225E1,3.917812271E1
1.109974367E1,1.564516830E1,1.451606750E1,-3.285479736E1,3.917812166E1
1.110975267E1,1.598567104E1,1.420244598E1,-3.282794571E1,3.917812106E1
1.111976067E1,1.598567104E1,1.420244598E1,-3.282794571E1,3.917812106E1
1.112974467E1,1.662217712E1,1.354552937E1,-3.278943253E1,3.917811919E1
1.113977967E1,1.693524551E1,1.320968437E1,-3.276624298E1,3.917811865E1
1.114978767E1,1.693524551E1,1.320968437E1,-3.276624298E1,3.917811865E1
1.115979767E1,1.752148056E1,1.251168728E1,-3.273195267E1,3.917812304E1
1.116980667E1,1.780833435E1,1.215563297E1,-3.271129990E1,3.917812306E1
1.117981467E1,1.780833435E1,1.215563297E1,-3.271129990E1,3.917812306E1
1.118982267E1,1.834274101E1,1.142150688E1,-3.268054962E1,3.917812261E1
1.119983267E1,1.860396385E1,1.104873466E1,-3.266103745E1,3.917812369E1
1.120984067E1,1.860396385E1,1.104873466E1,-3.266103745E1,3.917812369E1
1.121984867E1,1.908480835E1,1.028041553E1,-3.263446426E1,3.917812031E1
1.122983167E1,1.932150078E1,9.891283035E0,-3.261544418E1,3.917811981E1
1.123983967E1,1.932150078E1,9.891283035E0,-3.261544418E1,3.917811981E1
1.124987667E1,1.975018501E1,9.092010498E0,-3.259126663E1,3.917812047E1
1.125988467E1,1.996308899E1,8.689069748E0,-3.257146454E1,3.917812090E1
1.126989267E1,1.996308899E1,8.689069748E0,-3.257146454E1,3.917812090E1
1.127990267E1,2.034389877E1,7.864346981E0,-3.254539871E1,3.917812078E1
1.128991267E1,2.053489113E1,7.450102806E0,-3.252290726E1,3.917812249E1
1.129992067E1,2.053489113E1,7.450102806E0,-3.252290726E1,3.917812249E1
1.130992967E1,2.086136627E1,6.599921227E0,-3.249876404E1,3.917812179E1
1.131993967E1,2.102240562E1,6.173225403E0,-3.247883606E1,3.917811943E1
1.132994767E1,2.102240562E1,6.173225403E0,-3.247883606E1,3.917811943E1
1.133995567E1,2.129903603E1,5.300899506E0,-3.245268631E1,3.917812298E1
1.134996567E1,2.143284416E1,4.863083363E0,-3.243314362E1,3.917812136E1
1.135997367E1,2.143284416E1,4.863083363E0,-3.243314362E1,3.917812136E1
1.136998267E1,2.165471268E1,3.971276283E0,-3.240721512E1,3.917812155E1
1.137997867E1,2.176459503E1,3.525330067E0,-3.238517761E1,3.917812244E1
1.138998667E1,2.176459503E1,3.525330067E0,-3.238517761E1,3.917812244E1
1.140000967E1,2.192727661E1,2.616634369E0,-3.236159897E1,3.917812301E1
1.141001767E1,2.200016594E1,2.161691666E0,-3.234571075E1,3.917812166E1
1.142002567E1,2.200016594E1,2.161691666E0,-3.234571075E1,3.917812166E1
1.143003667E1,2.209758759E1,1.241751313E0,-3.232769394E1,3.917812041E1
1.144004567E1,2.213761139E1,7.824032307E-1,-3.231468582E1,3.917811778E1
1.145005367E1,2.213761139E1,7.824032307E-1,-3.231468582E1,3.917811778E1
1.146005567E1,2.217934799E1,-1.426637173E-1,-3.229521942E1,3.917811925E1
1.147006667E1,2.219907951E1,-6.014609337E-1,-3.227637482E1,3.917812218E1
1.148007467E1,2.219907951E1,-6.014609337E-1,-3.227637482E1,3.917812218E1
1.149008967E1,2.218002129E1,-1.527057886E0,-3.225895309E1,3.917812278E1
1.150009167E1,2.217211914E1,-1.985141158E0,-3.223944092E1,3.917812149E1
1.151009967E1,2.217211914E1,-1.985141158E0,-3.223944092E1,3.917812149E1
1.152011567E1,2.210630798E1,-2.903405666E0,-3.221500778E1,3.917812328E1
1.153012367E1,2.207154465E1,-3.358306885E0,-3.219462585E1,3.917812198E1
1.154013167E1,2.207154465E1,-3.358306885E0,-3.219462585E1,3.917812198E1
1.155014167E1,2.194284630E1,-4.273637772E0,-3.217410278E1,3.917812366E1
1.156014767E1,2.187489891E1,-4.726122856E0,-3.215708160E1,3.917812319E1
1.157015567E1,2.187489891E1,-4.726122856E0,-3.215708160E1,3.917812319E1
1.158016767E1,2.168941879E1,-5.634562492E0,-3.213636398E1,3.917811981E1
1.159015767E1,2.158718872E1,-6.084135532E0,-3.212322617E1,3.917811993E1
1.160016567E1,2.158718872E1,-6.084135532E0,-3.212322617E1,3.917811993E1
1.161017167E1,2.133621216E1,-6.981775284E0,-3.210834885E1,3.917812146E1
1.162018267E1,2.120242691E1,-7.424960136E0,-3.209754562E1,3.917812368E1
1.163019067E1,2.120242691E1,-7.424960136E0,-3.209754562E1,3.917812368E1
1.164022167E1,2.088725281E1,-8.306950569E0,-3.208804321E1,3.917812240E1
1.165020567E1,2.072202110E1,-8.740662575E0,-3.207996368E1,3.917812414E1
1.166021367E1,2.072202110E1,-8.740662575E0,-3.207996368E1,3.917812414E1
1.167024767E1,2.034843826E1,-9.601979256E0,-3.207285690E1,3.917812011E1
1.168024167E1,2.015593338E1,-1.002452087E1,-3.206513214E1,3.917812359E1
1.169024967E1,2.015593338E1,-1.002452087E1,-3.206513214E1,3.917812359E1
1.170027567E1,1.973135948E1,-1.085971546E1,-3.205722046E1,3.917812337E1
1.171026067E1,1.951313782E1,-1.126898861E1,-3.204953384E1,3.917812236E1
1.172026867E1,1.951313782E1,-1.126898861E1,-3.204953384E1,3.917812236E1
1.173030167E1,1.903082848E1,-1.207693481E1,-3.204528809E1,3.917812241E1
1.174031167E1,1.878082275E1,-1.247214794E1,-3.204140472E1,3.917812393E1
1.175031967E1,1.878082275E1,-1.247214794E1,-3.204140472E1,3.917812393E1
1.176032767E1,1.824392700E1,-1.324788857E1,-3.204025269E1,3.917812165E1
1.177030767E1,1.798088074E1,-1.362323475E1,-3.203155518E1,3.917812048E1
1.178031567E1,1.798088074E1,-1.362323475E1,-3.203155518E1,3.917812048E1
1.179035567E1,1.740713882E1,-1.436227894E1,-3.202563858E1,3.917811972E1
1.180036367E1,1.712016487E1,-1.471948814E1,-3.201815033E1,3.917812307E1
1.181037167E1,1.712016487E1,-1.471948814E1,-3.201815033E1,3.917812307E1
1.182038067E1,1.648708534E1,-1.542230606E1,-3.201958084E1,3.917811972E1
1.183039067E1,1.616483498E1,-1.576139450E1,-3.201877213E1,3.917812163E1
1.184039867E1,1.616483498E1,-1.576139450E1,-3.201877213E1,3.917812163E1
1.185040567E1,1.548462963E1,-1.642031860E1,-3.202381134E1,3.917812030E1
1.186041667E1,1.514115524E1,-1.673534966E1,-3.202497101E1,3.917812244E1
1.187042467E1,1.514115524E1,-1.673534966E1,-3.202497101E1,3.917812244E1
1.188043367E1,1.442629814E1,-1.734483719E1,-3.203067017E1,3.917812255E1
1.189044367E1,1.406580544E1,-1.763367653E1,-3.203329086E1,3.917812086E1
1.190045167E1,1.406580544E1,-1.763367653E1,-3.203329086E1,3.917812086E1
1.191046067E1,1.331534863E1,-1.819317436E1,-3.204114532E1,3.917812012E1
1.192047067E1,1.293646812E1,-1.845879555E1,-3.204443741E1,3.917812284E1
1.193047867E1,1.293646812E1,-1.845879555E1,-3.204443741E1,3.917812284E1
1.194047167E1,1.214650917E1,-1.896801376E1,-3.205623245E1,3.917812234E1
1.195049667E1,1.175387287E1,-1.920568275E1,-3.206108856E1,3.917812116E1
1.196050467E1,1.175387287E1,-1.920568275E1,-3.206108856E1,3.917812116E1
1.197051467E1,1.093212128E1,-1.966046143E1,-3.207616425E1,3.917812313E1
1.198052267E1,1.052074718E1,-1.987094688E1,-3.208402252E1,3.917812084E1
1.199053067E1,1.052074718E1,-1.987094688E1,-3.208402252E1,3.917812084E1
1.200054067E1,9.676258087E0,-2.026691818E1,-3.210213470E1,3.917811884E1
1.201054967E1,9.256896973E0,-2.044806099E1,-3.211093140E1,3.917812215E1
1.202055767E1,9.256896973E0,-2.044806099E1,-3.211093140E1,3.917812215E1
1.203056667E1,8.383305550E0,-2.078803635E1,-3.213258362E1,3.917812141E1
1.204057667E1,7.948521137E0,-2.094159889E1,-3.214336014E1,3.917812085E1
1.205058467E1,7.948521137E0,-2.094159889E1,-3.214336014E1,3.917812085E1
1.206059367E1,7.052061081E0,-2.122446251E1,-3.216699982E1,3.917812210E1
1.207060267E1,6.609753609E0,-2.134807968E1,-3.217912292E1,3.917812274E1
1.208061067E1,6.609753609E0,-2.134807968E1,-3.217912292E1,3.917812274E1
1.209060967E1,5.698267460E0,-2.157174110E1,-3.220426559E1,3.917811875E1
1.210062967E1,5.254393101E0,-2.166388130E1,-3.221789169E1,3.917811819E1
1.211063767E1,5.254393101E0,-2.166388130E1,-3.221789169E1,3.917811819E1
1.212064667E1,4.338982582E0,-2.182699013E1,-3.224408340E1,3.917812122E1
1.213065567E1,3.887462139E0,-2.189099884E1,-3.225828552E1,3.917812115E1
1.214066367E1,3.887462139E0,-2.189099884E1,-3.225828552E1,3.917812115E1
1.215067267E1,2.958897591E0,-2.199789238E1,-3.228409576E1,3.917812123E1
1.216068267E1,2.499937057E0,-2.203394127E1,-3.229831314E1,3.917812253E1
1.217069067E1,2.499937057E0,-2.203394127E1,-3.229831314E1,3.917812253E1
1.218069667E1,1.567093134E0,-2.208168030E1,-3.232443237E1,3.917812290E1
1.219070867E1,1.108890057E0,-2.208830643E1,-3.233886719E1,3.917812207E1
1.220071667E1,1.108890057E0,-2.208830643E1,-3.233886719E1,3.917812207E1
1.221069567E1,1.759852767E-1,-2.207626343E1,-3.236561203E1,3.917812170E1
1.222073567E1,-2.827029228E-1,-2.205298996E1,-3.238071823E1,3.917812145E1
1.223074367E1,-2.827029228E-1,-2.205298996E1,-3.238071823E1,3.917812145E1
1.224067812E1,-1.210606813E0,-2.198204041E1,-3.240755081E1,3.917811913E1
1.225071512E1,-1.663479567E0,-2.192870712E1,-3.242359924E1,3.917812078E1
1.226072312E1,-1.663479567E0,-2.192870712E1,-3.242359924E1,3.917812078E1
1.227073212E1,-2.585304260E0,-2.179788971E1,-3.245140076E1,3.917812151E1
1.228074212E1,-2.585304260E0,-2.179788971E1,-3.245140076E1,3.917812151E1
1.229075012E1,-3.481304646E0,-2.162117195E1,-3.248585129E1,3.917812007E1
1.230073712E1,-3.932070971E0,-2.151969719E1,-3.250179291E1,3.917812006E1
1.231074712E1,-3.932070971E0,-2.151969719E1,-3.250179291E1,3.917812006E1
1.232075512E1,-4.843334675E0,-2.129286957E1,-3.252816010E1,3.917812380E1
1.233076613E1,-5.284969330E0,-2.116106606E1,-3.254540634E1,3.917812006E1
1.234079412E1,-5.284969330E0,-2.116106606E1,-3.254540634E1,3.917812006E1
1.235080212E1,-6.108465195E0,-2.085301399E1,-3.260005951E1,3.917812425E1
1.236081112E1,-6.543652534E0,-2.069399834E1,-3.261693192E1,3.917812149E1
1.237082112E1,-6.543652534E0,-2.069399834E1,-3.261693192E1,3.917812149E1
1.238082912E1,-7.384521484E0,-2.034371185E1,-3.265773392E1,3.917812341E1
1.239082512E1,-7.805438042E0,-2.015418816E1,-3.267734909E1,3.917812281E1
1.240084912E1,-7.805438042E0,-2.015418816E1,-3.267734909E1,3.917812281E1
1.241085712E1,-8.624464989E0,-1.974343872E1,-3.272216797E1,3.917811947E1
1.242085412E1,-9.029838562E0,-1.952580643E1,-3.274339676E1,3.917812058E1
1.243087412E1,-9.029838562E0,-1.952580643E1,-3.274339676E1,3.917812058E1
1.244088212E1,-9.851149559E0,-1.906713676E1,-3.277688599E1,3.917812026E1
1.245086812E1,-1.024467278E1,-1.882135010E1,-3.279830170E1,3.917812060E1
1.246090112E1,-1.024467278E1,-1.882135010E1,-3.279830170E1,3.917812060E1
1.247090912E1,-1.101274395E1,-1.830239296E1,-3.284306717E1,3.917812117E1
1.248091212E1,-1.138907909E1,-1.803081131E1,-3.286493301E1,3.917812018E1
1.249092812E1,-1.138907909E1,-1.803081131E1,-3.286493301E1,3.917812018E1
1.250093612E1,-1.214596081E1,-1.746748352E1,-3.289814377E1,3.917812155E1
1.251093713E1,-1.250561142E1,-1.717063332E1,-3.291966248E1,3.917812072E1
1.252095412E1,-1.250561142E1,-1.717063332E1,-3.291966248E1,3.917812072E1
1.253096212E1,-1.320465851E1,-1.655147552E1,-3.296377945E1,3.917812022E1
1.254097012E1,-1.354544067E1,-1.622976303E1,-3.298546600E1,3.917812066E1
1.255098112E1,-1.387794685E1,-1.589934635E1,-3.300815964E1,3.917812178E1
1.256098912E1,-1.387794685E1,-1.589934635E1,-3.300815964E1,3.917812178E1
1.257096912E1,-1.454134178E1,-1.521983910E1,-3.304286575E1,3.917812017E1
1.258100612E1,-1.484369946E1,-1.486314297E1,-3.307078552E1,3.917812256E1
1.259101412E1,-1.484369946E1,-1.486314297E1,-3.307078552E1,3.917812256E1
1.260099612E1,-1.545593262E1,-1.413693047E1,-3.310870743E1,3.917812098E1
1.261103512E1,-1.574230003E1,-1.376038933E1,-3.313241577E1,3.917812272E1
1.262104313E1,-1.574230003E1,-1.376038933E1,-3.313241577E1,3.917812272E1
1.263102912E1,-1.631037712E1,-1.299130440E1,-3.316809845E1,3.917812076E1
1.264106012E1,-1.657110596E1,-1.259501648E1,-3.319170380E1,3.917812136E1
1.265106812E1,-1.657110596E1,-1.259501648E1,-3.319170380E1,3.917812136E1
1.266105412E1,-1.708375359E1,-1.178878975E1,-3.322792435E1,3.917812089E1
1.267108712E1,-1.731829071E1,-1.137564468E1,-3.325051117E1,3.917811861E1
1.268109512E1,-1.731829071E1,-1.137564468E1,-3.325051117E1,3.917811861E1
1.269109312E1,-1.777672958E1,-1.054014015E1,-3.328390884E1,3.917812217E1
1.270111312E1,-1.798663330E1,-1.011346149E1,-3.330351639E1,3.917812253E1
1.271112112E1,-1.798663330E1,-1.011346149E1,-3.330351639E1,3.917812253E1
1.272111912E1,-1.838873482E1,-9.252646446E0,-3.333419037E1,3.917812249E1
1.273114012E1,-1.855511475E1,-8.810254097E0,-3.336183929E1,3.917812121E1
1.274114812E1,-1.855511475E1,-8.810254097E0,-3.336183929E1,3.917812121E1
1.275115712E1,-1.889166069E1,-7.927992821E0,-3.339427185E1,3.917812280E1
1.276116712E1,-1.902001762E1,-7.474643707E0,-3.342594528E1,3.917812128E1
1.277117512E1,-1.902001762E1,-7.474643707E0,-3.342594528E1,3.917812128E1
1.278117512E1,-1.929253769E1,-6.575306892E0,-3.345875931E1,3.917812203E1
1.279118612E1,-1.940306664E1,-6.118450642E0,-3.348149872E1,3.917812131E1
1.280119412E1,-1.940306664E1,-6.118450642E0,-3.348149872E1,3.917812131E1
1.281120212E1,-1.962310600E1,-5.205266953E0,-3.350767517E1,3.917812385E1
1.282121912E1,-1.971439362E1,-4.745187283E0,-3.352239227E1,3.917811764E1
1.283122712E1,-1.971439362E1,-4.745187283E0,-3.352239227E1,3.917811764E1
1.284123412E1,-1.988041496E1,-3.824047089E0,-3.354207611E1,3.917812023E1
1.285124712E1,-1.992232895E1,-3.355645657E0,-3.356733322E1,3.917812410E1
1.286125512E1,-1.992232895E1,-3.355645657E0,-3.356733322E1,3.917812410E1
1.287126312E1,-2.004242325E1,-2.431836367E0,-3.357547760E1,3.917812213E1
1.288127312E1,-2.008423042E1,-1.967439890E0,-3.358091736E1,3.917812071E1
1.289128112E1,-2.008423042E1,-1.967439890E0,-3.358091736E1,3.917812071E1
1.290126212E1,-2.014363098E1,-1.037852645E0,-3.358693695E1,3.917812324E1
1.291129912E1,-2.011670113E1,-5.617562532E-1,-3.361440277E1,3.917812282E1
1.292130712E1,-2.011670113E1,-5.617562532E-1,-3.361440277E1,3.917812282E1
1.293129112E1,-2.011093521E1,3.686678410E-1,-3.362052536E1,3.917812344E1
1.294130212E1,-2.009288216E1,8.340533376E-1,-3.362299347E1,3.917812206E1
1.295131012E1,-2.009288216E1,8.340533376E-1,-3.362299347E1,3.917812206E1
1.296131912E1,-2.002458763E1,1.763509512E0,-3.362783432E1,3.917812293E1
1.297135312E1,-1.995211601E1,2.233506680E0,-3.364297485E1,3.917812199E1
1.298136112E1,-1.995211601E1,2.233506680E0,-3.364297485E1,3.917812199E1
1.299134912E1,-1.982222557E1,3.155080318E0,-3.364595032E1,3.917812057E1
1.300137912E1,-1.974176979E1,3.612917900E0,-3.364720917E1,3.917812317E1
1.301138712E1,-1.974176979E1,3.612917900E0,-3.364720917E1,3.917812317E1
1.302137912E1,-1.954767799E1,4.522876740E0,-3.365051651E1,3.917812387E1
1.303140612E1,-1.941288185E1,4.981704235E0,-3.366374588E1,3.917812075E1
1.304141412E1,-1.941288185E1,4.981704235E0,-3.366374588E1,3.917812075E1
1.305140812E1,-1.915906715E1,5.875635624E0,-3.366500092E1,3.917812189E1
1.306142812E1,-1.899798965E1,6.324378490E0,-3.367497635E1,3.917812408E1
1.307143612E1,-1.899798965E1,6.324378490E0,-3.367497635E1,3.917812408E1
1.308143712E1,-1.866934395E1,7.202872276E0,-3.368233109E1,3.917812144E1
1.309145912E1,-1.847937584E1,7.639940262E0,-3.369078827E1,3.917812186E1
1.310146712E1,-1.847937584E1,7.639940262E0,-3.369078827E1,3.917812186E1
1.311146712E1,-1.809354591E1,8.493448257E0,-3.369584656E1,3.917812071E1
1.312148612E1,-1.787948418E1,8.915731430E0,-3.370102310E1,3.917812118E1
1.313149412E1,-1.787948418E1,8.915731430E0,-3.370102310E1,3.917812118E1
1.314149512E1,-1.743590546E1,9.741889000E0,-3.370474625E1,3.917812042E1
1.315151312E1,-1.719459915E1,1.015013409E1,-3.370824432E1,3.917812141E1
1.316152112E1,-1.719459915E1,1.015013409E1,-3.370824432E1,3.917812141E1
1.317152512E1,-1.668944740E1,1.094660187E1,-3.371289825E1,3.917812216E1
